    0.451972536476108411E+00   -0.222507998209595481E+01    0.714228672457392975E+02    0.140414922001083411E-14   -0.698153785029780583E+01
    0.295759226201342817E+00   -0.114028098948757806E+01    0.727243530883442020E+02    0.784237060513453033E-14   -0.677680132822657466E+01
    0.477569803608915766E+00   -0.110062752404339514E+01    0.679454237560829029E+02    0.697904852506778440E-14   -0.659058622893139834E+01
    0.569079295733655344E+00   -0.257994067392913395E+01    0.701652326193417366E+02    0.431920199797721716E-14   -0.623610139227966620E+01
    0.415228811284208854E+00   -0.911226790715778723E+00    0.677161315595035660E+02    0.894294978532941958E-14   -0.608528850570167190E+01
    0.250489206972478007E+00   -0.670884787307526764E+00    0.671261631127087242E+02    0.802828885909243007E-14   -0.586333064737397969E+01
    0.483621003792349180E+00   -0.254975073767830329E+01    0.720980942935211857E+02    0.861103864489123091E-14   -0.578779815584056045E+01
    0.375965797941668456E+00   -0.177746838859493828E+01    0.726510821390992731E+02    0.913514595175156081E-14   -0.572607576631854442E+01
    0.425748912113790678E+00   -0.213199687142073513E+01    0.730014961166304204E+02    0.340272124799275168E-14   -0.571211923622869566E+01
    0.527511454239036559E+00   -0.160982611426084077E+01    0.696876059664415095E+02    0.665611192340900289E-14   -0.565669200450731502E+01
    0.380155735529654260E+00   -0.173855650641718951E+01    0.732760443029229123E+02    0.201774469649668200E-14   -0.560364650155405819E+01
    0.501404832438557824E+00   -0.153124903185650463E+01    0.682426456794742364E+02    0.192527657691055783E-14   -0.559089053073956155E+01
    0.180080689752715850E+00   -0.741227391294842608E+00    0.710804012365591120E+02    0.200370244043365711E-14   -0.551314347894032775E+01
    0.488396236194681865E+00   -0.124757654497693560E+01    0.680317506344040765E+02    0.554025632062399656E-14   -0.548956352336914932E+01
    0.532375574123682971E+00   -0.237616342938296121E+01    0.715974066623254828E+02    0.805478244714693925E-14   -0.537925948650439700E+01
    0.422103194228728218E+00   -0.141749465430621635E+01    0.687790983180263567E+02    0.217328556093404905E-14   -0.532680503680913109E+01
    0.132298266067248593E+00   -0.551956149178193023E+00    0.689958134313773144E+02    0.430538132628839003E-14   -0.530129312170330103E+01
    0.308064334738836487E+00   -0.716192629495695954E+00    0.681272048611523786E+02    0.293005965582519524E-14   -0.522625767140636732E+01
    0.514259088200560099E+00   -0.146283318188551581E+01    0.684197733124304932E+02    0.388202746878430476E-14   -0.508853928377032805E+01
    0.373675716458435447E+00   -0.842855327958128786E+00    0.681232053375844515E+02    0.786377725728442902E-14   -0.505221296598311298E+01
    0.543301392489818902E+00   -0.237266653686778639E+01    0.710165988439264311E+02    0.908723909056467678E-14   -0.500278467760821233E+01
    0.182164157708284064E+00   -0.691202221420465168E+00    0.703948225007142980E+02    0.139761956206416273E-14   -0.499030306226952280E+01
    0.416154366011260213E+00   -0.199752626756694740E+01    0.728471199127368294E+02    0.118810347012382423E-14   -0.498033678145179870E+01
    0.426119211469790815E+00   -0.988864534669710693E+00    0.680448450699216636E+02    0.696027365206251305E-14   -0.498029446623158289E+01
    0.470255893798518121E+00   -0.227689100498180608E+01    0.728286475466204308E+02    0.590611007038628865E-14   -0.496108199705724395E+01
    0.452274140276750281E+00   -0.219927987184112039E+01    0.729353903031793465E+02    0.902839426804850247E-14   -0.492185701780878304E+01
    0.531325032819471965E+00   -0.248843764174250826E+01    0.706895274029836855E+02    0.104967826065473093E-14   -0.491357932376489348E+01
    0.192247518272148393E+00   -0.969083892879564868E+00    0.707263287373174023E+02    0.147818114209925263E-14   -0.487729749208485330E+01
    0.528247750068042254E+00   -0.243598764316448868E+01    0.705888453536374243E+02    0.503455784385389624E-14   -0.481976076058778791E+01
    0.531851486237105764E+00   -0.217748321401877476E+01    0.697516648358631954E+02    0.645782189155510688E-14   -0.481258345774283214E+01
    0.541758592030756381E+00   -0.241039611549766564E+01    0.704054118458975751E+02    0.353396075980140328E-14   -0.480453081074194799E+01
    0.549152930578379772E+00   -0.216962918565564200E+01    0.700489836352164730E+02    0.169715649292857925E-14   -0.471711539796479862E+01
    0.405384890584432611E+00   -0.100668988862870812E+01    0.693637234405558729E+02    0.683114934986384014E-14   -0.469994016932629233E+01
    0.352415336613731978E+00   -0.125455781354585794E+01    0.721721202448935344E+02    0.913196568003753632E-14   -0.461147678694788254E+01
    0.268756260535200686E+00   -0.690991991370425218E+00    0.675186275628144585E+02    0.554661619554191439E-14   -0.460459993462211692E+01
    0.272297535073795782E+00   -0.102650186225526729E+01    0.720122909974260779E+02    0.764406521745306283E-14   -0.444393242257128751E+01
    0.534023099415329439E+00   -0.224349756735760497E+01    0.709378102399807204E+02    0.296755645366451715E-14   -0.440322191137139907E+01
    0.348424498090321944E+00   -0.126572571801057232E+01    0.722430694288527775E+02    0.680985176135506709E-14   -0.439108345169256875E+01
    0.531334150544862882E+00   -0.201462048500059954E+01    0.705651669599398872E+02    0.462612918522747459E-14   -0.435819676977555837E+01
    0.493804424355458849E+00   -0.165744505016164601E+01    0.688607631779148335E+02    0.590788961368806112E-14   -0.434045883162316670E+01
    0.391717186235218173E+00   -0.172211139309344086E+01    0.728960289688209002E+02    0.888594948946456781E-14   -0.433961604325744332E+01
    0.509643656628130826E+00   -0.164471894195994683E+01    0.701430391604790344E+02    0.526068239139943184E-14   -0.432709253923933801E+01
    0.432831132883201075E+00   -0.203121019750274767E+01    0.727531048215140288E+02    0.240663689997357450E-14   -0.431850755565199762E+01
    0.433658012136920734E+00   -0.205764162518461280E+01    0.723571011299979148E+02    0.127914089654360136E-14   -0.428472759249367030E+01
    0.274564402733686153E+00   -0.947897124868436691E+00    0.714344436781739915E+02    0.661186073368387076E-14   -0.424676473611657190E+01
    0.434752615043200563E+00   -0.105727210177761544E+01    0.684749447747555706E+02    0.514623819431075971E-14   -0.420425922005701480E+01
    0.509776136699922167E+00   -0.235031954082945571E+01    0.717945474245589281E+02    0.897592047995759166E-14   -0.420416821964192433E+01
    0.533474361684459941E+00   -0.183696178124518639E+01    0.696630717294115982E+02    0.255551085854769704E-14   -0.419970820393053934E+01
    0.291738690434292014E+00   -0.127654431311541794E+01    0.716748318983139541E+02    0.633772287950834524E-15   -0.418773389142443087E+01
    0.405567302783514771E+00   -0.165369913154374171E+01    0.705536209297509913E+02    0.595281316683912824E-14   -0.417747922583695441E+01
