Nested Sampling Global Log-Evidence           :   -0.166046619017024112E+10  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.166046618959401298E+10  +/-    0.722616087991803796E-01

Dim No.       Mean        Sigma
   1    0.154540339962333018E-03    0.317336741087727948E-07
   2    0.198711025460276458E+01    0.596046447753906250E-07
   3    0.981846203306240506E+00    0.243942522164358209E-06
   4    0.500058345568584883E+02                         NaN

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.154540977749194753E-03
   2    0.198711022231474299E+01
   3    0.981846283697408229E+00
   4    0.500058346204046273E+02

MAP Parameters
Dim No.        Parameter
   1    0.154540977749194753E-03
   2    0.198711022231474299E+01
   3    0.981846283697408229E+00
   4    0.500058346204046273E+02
