Nested Sampling Global Log-Evidence           :   -0.118076064566131453E+02  +/-    0.160791151082368244E+00
Nested Importance Sampling Global Log-Evidence:   -0.124261902262100943E+02  +/-    0.738734533973920277E-01

Dim No.       Mean        Sigma
   1    0.300098651777700065E+00    0.584588493502440944E-02
   2    0.968628981748944490E-01    0.427846392014221005E-01
   3    0.700219612566967982E+02    0.364135366167767649E+00
   4    0.503561579403274784E-13    0.288412510003766042E-13

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.300474130564853059E+00
   2    0.996548184018049565E-01
   3    0.699863698387716511E+02
   4    0.477695930568932152E-13

MAP Parameters
Dim No.        Parameter
   1    0.300474130564853059E+00
   2    0.996548184018049565E-01
   3    0.699863698387716511E+02
   4    0.477695930568932152E-13
