Nested Sampling Global Log-Evidence           :   -0.406967714462596462E+02  +/-    0.235442496584941513E+00
Nested Importance Sampling Global Log-Evidence:   -0.408358027511815678E+02  +/-    0.398286184081966699E+00

Dim No.       Mean        Sigma
   1    0.299999999999999767E+00    0.985619169125180958E-08
   2   -0.905343753240360205E+00    0.224818682825421695E+00
   3   -0.141960534723172077E+00    0.129136351783573544E+01
   4    0.700608641428491694E+02    0.979248710474268202E+00
   5    0.496079841763052528E-14    0.291118637950436396E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.299999999999999878E+00
   2   -0.879801241861594363E+00
   3   -0.289972452978692896E+00
   4    0.700989164863810572E+02
   5    0.659329718740079619E-14

MAP Parameters
Dim No.        Parameter
   1    0.299999999999999878E+00
   2   -0.879801241861594363E+00
   3   -0.289972452978692896E+00
   4    0.700989164863810572E+02
   5    0.659329718740079619E-14
