Nested Sampling Global Log-Evidence           :   -0.656429972640032844E+01  +/-    0.114507732578084817E+00
Nested Importance Sampling Global Log-Evidence:   -0.653087657850870418E+01  +/-    0.897597103190939105E-01

Dim No.       Mean        Sigma
   1    0.301529620848077995E+00    0.107825837440975042E+00
   2    0.187249140516597481E-01    0.318016736843422410E+00
   3    0.700181275839300525E+02    0.898418983225411805E+00
   4    0.527969890641414320E-14    0.287192863142927787E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.283400195968747437E+00
   2    0.131592306755381250E+00
   3    0.700215110927694866E+02
   4    0.503174104195509887E-15

MAP Parameters
Dim No.        Parameter
   1    0.283400195968747437E+00
   2    0.131592306755381250E+00
   3    0.700215110927694866E+02
   4    0.503174104195509887E-15
