Nested Sampling Global Log-Evidence           :   -0.107858537032992778E+02  +/-    0.151779290421248436E+00
Nested Importance Sampling Global Log-Evidence:   -0.112499621628199886E+02  +/-    0.423170367225584529E-01

Dim No.       Mean        Sigma
   1    0.300701163337397548E+00    0.100590143279272945E-01
   2    0.938975093755372997E-01    0.781499789992726457E-01
   3    0.700069236372397228E+02    0.174304073759359662E+00
   4    0.486712169464689145E-14    0.288948421832914783E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.299959568219700989E+00
   2    0.939173108265609624E-01
   3    0.700039210710470172E+02
   4    0.139094862011877238E-14

MAP Parameters
Dim No.        Parameter
   1    0.299959568219700989E+00
   2    0.939173108265609624E-01
   3    0.700039210710470172E+02
   4    0.139094862011877238E-14
