    0.977001845836639404E+00   -0.882657766342163086E-01    0.990405559539794922E+02    0.997351229190826341E-14   -0.433835539070580944E+04   -0.599146350544150419E+01    1
    0.949699461460113525E+00   -0.417259812355041504E+00    0.992148309946060181E+02    0.544633328914642301E-14   -0.411912717785301538E+04   -0.599396350544151169E+01    1
    0.943649172782897949E+00    0.695382356643676758E+00    0.990574955940246582E+02    0.342808365821838369E-14   -0.410762889069746598E+04   -0.599646350544151474E+01    1
    0.972173571586608887E+00    0.230572700500488281E+00    0.956605672836303711E+02    0.535556554794311499E-14   -0.402030947155238482E+04   -0.599896350544151957E+01    1
    0.981989085674285889E+00   -0.529097318649291992E-01    0.941853284835815430E+02    0.857272803783416772E-14   -0.397377501817031771E+04   -0.600146350544151552E+01    1
    0.984474420547485352E+00    0.410619735717773438E+00    0.912370294332504272E+02    0.810684025287628208E-14   -0.376523236187857492E+04   -0.600396350544151858E+01    1
    0.956187963485717773E+00    0.687193274497985840E+00    0.910694271326065063E+02    0.603471994400024382E-14   -0.354621170274679616E+04   -0.600646350544151630E+01    1
    0.995993971824645996E+00    0.783971190452575684E+00    0.838301181793212891E+02    0.374542593955993685E-14   -0.332041274298181452E+04   -0.600896350544152469E+01    1
    0.881531178951263428E+00    0.832273602485656738E+00    0.944075912237167358E+02    0.785018086433410588E-14   -0.330884001929494843E+04   -0.601146350544151886E+01    1
    0.995750248432159424E+00    0.182675480842590332E+00    0.833351343870162964E+02    0.510252833366394022E-14   -0.328442402144179823E+04   -0.601396350544150859E+01    1
    0.255113840103149414E-02   -0.508530974388122559E+00    0.524614900350570679E+02    0.789848089218139638E-14   -0.307833215229778125E+04   -0.601646350544151520E+01    1
    0.841685771942138672E+00   -0.831291079521179199E+00    0.959547817707061768E+02    0.885330319404602018E-14   -0.298731994697980008E+04   -0.601896350544151559E+01    1
    0.823014259338378906E+00    0.392082214355468750E+00    0.923614710569381714E+02    0.934236049652099613E-15   -0.272249190605555168E+04   -0.602146350544152753E+01    1
    0.989682257175445557E+00   -0.786667943000793457E+00    0.521762460470199585E+02    0.709592998027801521E-14   -0.268256192521772573E+04   -0.602396350544153325E+01    1
    0.834986925125122070E+00   -0.220087885856628418E+00    0.915568977594375610E+02    0.250151395797729474E-14   -0.266800518754326413E+04   -0.602646350544152298E+01    1
    0.909079551696777344E+00   -0.452319264411926270E+00    0.833479911088943481E+02    0.371857881546020527E-15   -0.261876093368574539E+04   -0.602896350544150561E+01    1
    0.984836041927337646E+00    0.842295169830322266E+00    0.720807135105133057E+02    0.483357846736907968E-14   -0.260698670458373090E+04   -0.603146350544150955E+01    1
    0.997400999069213867E+00   -0.371018648147583008E-01    0.682821184396743774E+02    0.595624506473541270E-14   -0.257020032067073271E+04   -0.603396350544152682E+01    1
    0.899755895137786865E+00    0.596854805946350098E+00    0.821757435798645020E+02    0.381943643093109119E-14   -0.253269496917088827E+04   -0.603646350544153165E+01    1
    0.997944235801696777E+00   -0.250424981117248535E+00    0.664742231369018555E+02    0.649209618568420413E-14   -0.253122854324368200E+04   -0.603896350544152227E+01    1
    0.949509501457214355E+00   -0.135497570037841797E+00    0.758617848157882690E+02    0.125195443630218507E-14   -0.250732194828099045E+04   -0.604146350544151556E+01    1
    0.979427397251129150E+00   -0.825003504753112793E+00    0.701245307922363281E+02    0.675511419773101778E-14   -0.249069156347967692E+04   -0.604396350544152039E+01    1
    0.983141243457794189E+00    0.865573763847351074E+00    0.554252475500106812E+02    0.620847284793853760E-14   -0.248299059447550735E+04   -0.604646350544152966E+01    1
    0.992809414863586426E+00    0.184427738189697266E+00    0.655000478029251099E+02    0.908365249633789147E-15   -0.247635470672630117E+04   -0.604896350544152206E+01    1
    0.953835546970367432E+00   -0.923975706100463867E-01    0.518627762794494629E+02    0.657668232917785605E-14   -0.247505451502416281E+04   -0.605146350544152156E+01    1
    0.967891275882720947E+00   -0.195156216621398926E+00    0.718116730451583862E+02    0.674993753433227563E-14   -0.246770539016064413E+04   -0.605396350544152995E+01    1
    0.979199469089508057E+00    0.300205826759338379E+00    0.552399247884750366E+02    0.519189596176147488E-14   -0.246530138494836319E+04   -0.605646350544151790E+01    1
    0.642167985439300537E+00    0.729843497276306152E+00    0.997180432081222534E+02    0.964315235614776588E-14   -0.245308248053350144E+04   -0.605896350544151829E+01    1
    0.842951536178588867E+00    0.854770898818969727E+00    0.855610638856887817E+02    0.285547316074371327E-14   -0.241958257480147586E+04   -0.606146350544153112E+01    1
    0.974342584609985352E+00    0.285717725753784180E+00    0.682815343141555786E+02    0.663497984409332313E-14   -0.240470843946736250E+04   -0.606396350544153950E+01    1
    0.767404615879058838E+00    0.788522720336914062E+00    0.913076728582382202E+02    0.652968704700469943E-14   -0.239700799989896495E+04   -0.606646350544153368E+01    1
