Nested Sampling Global Log-Evidence           :   -0.717543717310892415E+01  +/-    0.120013290908710893E+00
Nested Importance Sampling Global Log-Evidence:   -0.734649480991673087E+01  +/-    0.471808561194459047E-01

Dim No.       Mean        Sigma
   1    0.326728537064268687E+00    0.691180921443920876E-01
   2   -0.141052690028220570E-01    0.253213337414504802E+00
   3    0.701066432273027829E+02    0.898594643882921207E+00
   4    0.492716655172844452E-14    0.272012798072799462E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.305865383011814651E+00
   2    0.809322474242191170E-01
   3    0.700579095140952006E+02
   4    0.131775862970282544E-14

MAP Parameters
Dim No.        Parameter
   1    0.305865383011814651E+00
   2    0.809322474242191170E-01
   3    0.700579095140952006E+02
   4    0.131775862970282544E-14
