Nested Sampling Global Log-Evidence           :   -0.664565513872164981E+01  +/-    0.114660903789240001E+00
Nested Importance Sampling Global Log-Evidence:   -0.678954599528362390E+01  +/-    0.731373622487750813E-01

Dim No.       Mean        Sigma
   1    0.301415348048805154E+00    0.113073553338606234E+00
   2    0.117197708987603700E-02    0.339120101126463069E+00
   3    0.700512546713682696E+02    0.920520038702823062E+00
   4    0.505785088947900133E-14    0.287337255610648344E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.291324951062634840E+00
   2    0.128129707031099382E+00
   3    0.699885211925772666E+02
   4    0.555459618672287662E-15

MAP Parameters
Dim No.        Parameter
   1    0.291324951062634840E+00
   2    0.128129707031099382E+00
   3    0.699885211925772666E+02
   4    0.555459618672287662E-15
