Nested Sampling Global Log-Evidence           :   -0.747311653289832556E+01  +/-    0.926330146037989133E-01
Nested Importance Sampling Global Log-Evidence:   -0.784802845272545024E+01  +/-    0.337658353558640892E-01

Dim No.       Mean        Sigma
   1    0.342783431824929707E+00    0.115520599272437102E+00
   2   -0.103731975107494145E+01    0.320323447651131576E+00
   3   -0.575980850574632330E+00    0.140855909385154709E+01
   4    0.701054006240749032E+02    0.929849826031392879E+00
   5    0.492391202032809475E-14    0.281255553283391073E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.302768246879644931E+00
   2   -0.907292385902974452E+00
   3   -0.121147005319483192E+00
   4    0.699678747571896338E+02
   5    0.277545740010369263E-14

MAP Parameters
Dim No.        Parameter
   1    0.302768246879644931E+00
   2   -0.907292385902974452E+00
   3   -0.121147005319483192E+00
   4    0.699678747571896338E+02
   5    0.277545740010369263E-14
