Nested Sampling Global Log-Evidence           :   -0.142640260505499423E+02  +/-    0.133566629101927875E+00
Nested Importance Sampling Global Log-Evidence:   -0.147700658408818679E+02  +/-    0.234992289180166458E+00

Dim No.       Mean        Sigma
   1    0.271297657420505101E+00    0.673976560562372790E-01
   2   -0.868546813153651120E+00    0.699647252684284654E-01
   3   -0.399658512120850823E-01    0.678369341766461464E+00
   4    0.700351061845387903E+02    0.595341175030017489E+00
   5    0.492007592608628830E-14    0.286629040578768807E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.298218599284149455E+00
   2   -0.895993382451142351E+00
   3   -0.112870499494806875E+00
   4    0.700093420869225582E+02
   5    0.304352197307268210E-14

MAP Parameters
Dim No.        Parameter
   1    0.298218599284149455E+00
   2   -0.895993382451142351E+00
   3   -0.112870499494806875E+00
   4    0.700093420869225582E+02
   5    0.304352197307268210E-14
