Nested Sampling Global Log-Evidence           :   -0.126619301040917858E+02  +/-    0.123851633347755175E+00
Nested Importance Sampling Global Log-Evidence:   -0.107191498370934042E+02  +/-    0.917709264659162360E+00

Dim No.       Mean        Sigma
   1    0.300036378515972535E+00    0.100836462495756756E-02
   2   -0.901627017816979071E+00    0.226049879767017348E+00
   3   -0.173308145181575418E+00    0.130611402475654126E+01
   4    0.700559841270880383E+02    0.959925930470298838E+00
   5    0.493726319253343814E-14    0.286401926797016828E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.299988232750472705E+00
   2   -0.857851162921775323E+00
   3   -0.481749048237391175E+00
   4    0.700153937712432111E+02
   5    0.621334015685576459E-14

MAP Parameters
Dim No.        Parameter
   1    0.299988232750472705E+00
   2   -0.857851162921775323E+00
   3   -0.481749048237391175E+00
   4    0.700153937712432111E+02
   5    0.621334015685576459E-14
