    0.112050533294677734E+00   -0.246825206279754628E+00    0.462452611327171326E+02    0.826250731945037860E-13   -0.869125645708883880E+06   -0.599146350544150419E+01    1
    0.551510453224182129E-01    0.136797595024108876E+00    0.450844654440879822E+02    0.262851119041442884E-14   -0.773876396899495972E+06   -0.599396350544151169E+01    1
    0.732052326202392578E-02   -0.156785202026367171E+00    0.554155594110488892E+02    0.866926431655883837E-13   -0.711960554630723316E+06   -0.599646350544151474E+01    1
    0.637606978416442871E-01    0.374981045722961315E-01    0.477400293946266174E+02    0.814837038516998288E-13   -0.696506291903003119E+06   -0.599896350544151957E+01    1
    0.216910839080810547E-01    0.240182876586891858E-03    0.519917839765548706E+02    0.666579842567443869E-13   -0.630887239866812713E+06   -0.600146350544151552E+01    1
    0.131847262382507324E-01    0.863785028457641491E-01    0.505813175439834595E+02    0.265532374382019040E-13   -0.626806871378110023E+06   -0.600396350544151858E+01    1
    0.574951171875000000E-01   -0.154116976261138905E+00    0.527612909674644470E+02    0.781839013099670390E-13   -0.625757396274454426E+06   -0.600646350544151630E+01    1
    0.387131571769714355E-01    0.168622040748596158E+00    0.480513104796409607E+02    0.729494929313659749E-13   -0.612145294944063993E+06   -0.600896350544152469E+01    1
    0.137594699859619141E+00    0.222043848037719760E+00    0.450844627618789673E+02    0.506826758384704580E-13   -0.579819776164216222E+06   -0.601146350544151886E+01    1
    0.300320386886596680E-01   -0.273167324066162120E+00    0.597342485189437866E+02    0.957009017467498761E-13   -0.541585952553296695E+06   -0.601396350544150859E+01    1
    0.262115001678466797E+00   -0.159061217308044428E+00    0.460180914402008057E+02    0.938149273395538386E-13   -0.531559479744573473E+06   -0.601646350544151520E+01    1
    0.204189181327819824E+00    0.974764823913576439E-02    0.466963791847229004E+02    0.381796717643737828E-13   -0.518950736075198045E+06   -0.601896350544151559E+01    1
    0.272872447967529297E+00   -0.208891761302948009E+00    0.463168439269065857E+02    0.808860838413238549E-13   -0.517008970490641077E+06   -0.602146350544152753E+01    1
    0.977158129215240479E+00   -0.108289468288421620E+00    0.894195190072059631E+02    0.423349916934967081E-13   -0.501485724936361716E+06   -0.602396350544153325E+01    1
