    0.259186684035727255E+00    0.309007183188917178E+00    0.695338376235588953E+02    0.922497485903473048E-14   -0.998900756095002507E+01
    0.296589625258033840E+00   -0.983587028332384428E-01    0.710461169753243666E+02    0.836862422394597545E-15   -0.955936027720429493E+01
    0.279639349927551073E+00    0.375287270272107509E+00    0.696055392200134122E+02    0.881817170158035814E-14   -0.895714024760142991E+01
    0.281897539790614493E+00   -0.126581870943976327E+00    0.705457693694988848E+02    0.343930105445138343E-14   -0.795444091058115799E+01
    0.312375887498734239E+00   -0.215752987947816943E+00    0.705855847341097302E+02    0.896916074174609929E-14   -0.659096756518678362E+01
    0.301706854126019608E+00   -0.143223700037347634E+00    0.702931339003558264E+02    0.532197215066667068E-14   -0.659007498926603397E+01
    0.334590097490641281E+00    0.902083401824689268E-01    0.699292388803419271E+02    0.638239708686149506E-14   -0.651015712712626371E+01
    0.317421013750518621E+00    0.113493620234900172E+00    0.694570440133206120E+02    0.502417471742434675E-14   -0.646294375366349350E+01
    0.331843874933874128E+00    0.135180210232045184E+00    0.696720668443732620E+02    0.166164641223835845E-14   -0.635666184015973101E+01
    0.290230797124503226E+00   -0.138890142716676879E+00    0.705138699585056798E+02    0.486359115727355984E-14   -0.631481382518932488E+01
    0.308251842330613202E+00    0.265199722016980832E+00    0.698704615829650493E+02    0.811276938305786113E-14   -0.565997497872810396E+01
    0.267312273822595647E+00    0.217441824495462566E+00    0.698480056871038357E+02    0.549359467512904753E-14   -0.562091517973438126E+01
    0.322962821328809324E+00    0.180698994264600232E+00    0.694536233007251980E+02    0.563851642696685961E-14   -0.559448370809959350E+01
    0.273863275714202103E+00    0.289831539273274430E+00    0.697202130929059223E+02    0.192776957844402870E-15   -0.554936928937808993E+01
    0.331088606179802403E+00    0.803046201091706102E-01    0.697955786884121494E+02    0.331578204971672324E-14   -0.552458120585987089E+01
    0.331199265829128064E+00   -0.458352164381425897E-01    0.701229496394416998E+02    0.840937395983579041E-14   -0.543866767243416493E+01
    0.311826949119663022E+00   -0.126821900135545174E+00    0.702303355635400521E+02    0.868514617513098979E-14   -0.536657048658812030E+01
    0.274907619659262692E+00    0.267553452739340614E+00    0.694490563572318393E+02    0.807468459286237199E-14   -0.529369949349555391E+01
    0.294689951415355034E+00    0.351539310001885763E+00    0.694153429910213617E+02    0.680575018837775702E-14   -0.526628946725319302E+01
    0.298221170334813046E+00   -0.164249686325491862E+00    0.707291316331182855E+02    0.882162655050192021E-14   -0.526095307816706015E+01
    0.326196013018531905E+00   -0.974167410830839575E-02    0.704295587004746579E+02    0.591210264124218168E-14   -0.525332983748962867E+01
    0.294911015525234244E+00    0.392442527533496399E-01    0.706215234400717975E+02    0.603803683707575452E-14   -0.521659745356043292E+01
    0.275886758293666046E+00    0.174058738863998474E+00    0.695924872903491121E+02    0.321259363370464241E-14   -0.521068377133813243E+01
    0.269005318918062009E+00    0.223276873245410901E+00    0.698405720968447099E+02    0.356600289643898350E-14   -0.519959775028676940E+01
    0.289566998427787436E+00    0.277659167185444034E+00    0.698951969992328799E+02    0.159341483713651430E-14   -0.519339654474162504E+01
    0.302338278370266555E+00    0.322268485332748433E-01    0.706137569932003402E+02    0.731390729009441270E-15   -0.511698295346552179E+01
    0.270066305933303552E+00    0.187531903538108891E+00    0.697292254120519459E+02    0.213275378424514364E-14   -0.511577370249344021E+01
    0.318903703798035287E+00   -0.172011436615887914E+00    0.705622590978446595E+02    0.570289938235959316E-14   -0.498132481476072542E+01
    0.308268335611461164E+00   -0.889266596464630688E-01    0.701132073284121304E+02    0.137545001785145597E-14   -0.497415942743894135E+01
    0.311596784794157644E+00    0.300139474697532993E+00    0.693593354997978366E+02    0.571486900762088770E-14   -0.495526095107739817E+01
    0.281603757208371885E+00    0.162658370732952529E+00    0.702640988214988198E+02    0.889176173393213914E-14   -0.482783795296782525E+01
    0.286548837238518761E+00    0.117537446025460124E+00    0.704104653282829389E+02    0.704894823770886770E-14   -0.481983629084574527E+01
    0.314296847488848730E+00    0.251481385333143459E+00    0.697748396734127141E+02    0.334054266682991587E-14   -0.481903753817579705E+01
    0.287450549198582095E+00   -0.843347455120497802E-01    0.704160847391211746E+02    0.528881057711637965E-14   -0.480042618542244526E+01
    0.325937135744607975E+00   -0.808113064905933154E-01    0.704917198060495878E+02    0.832491326511549951E-14   -0.474571211083821787E+01
    0.292192325067912040E+00    0.156398728969819878E+00    0.703065461802550828E+02    0.434137433513890321E-14   -0.474339154843832222E+01
    0.293550143534215047E+00    0.153505337312896284E+00    0.703135297907933392E+02    0.719276148785635123E-14   -0.473759942754825403E+01
    0.307891073802698700E+00   -0.246997911383676216E-01    0.698998652877023403E+02    0.451509960058106352E-14   -0.468335692596679820E+01
    0.299873804000915678E+00    0.121821447717278986E+00    0.703819911765544362E+02    0.709370642699403182E-14   -0.464391700366516957E+01
    0.301905426775800123E+00   -0.153434204865895651E+00    0.705473289914553163E+02    0.984732887183982718E-14   -0.461440933358421468E+01
    0.324377330779173689E+00    0.153388080364947443E+00    0.699382629883757119E+02    0.316667718291398171E-14   -0.461120003236825760E+01
    0.311300715703016539E+00    0.251570607843807359E+00    0.693280283542116251E+02    0.766826693897175138E-14   -0.455219363392888443E+01
    0.325219666945552044E+00    0.502105637499603574E-01    0.702524989281121464E+02    0.907034719182325642E-14   -0.450768009220286636E+01
    0.309070803978375719E+00    0.578003696869640038E-01    0.696614798155330419E+02    0.594135604276075668E-14   -0.450255666168848379E+01
    0.287501816266486299E+00   -0.181993661666193240E-01    0.700815670330537870E+02    0.350574155975925953E-14   -0.447216053805339886E+01
    0.310910152705038800E+00    0.198793120064181261E+00    0.700362679940395623E+02    0.153941338315056381E-14   -0.446475418450541550E+01
    0.302911230809486232E+00    0.314861142286556372E+00    0.693170973253219813E+02    0.490943217520016516E-15   -0.445516178309949140E+01
    0.311724778552273096E+00   -0.345233463711704935E-01    0.699401947746115979E+02    0.180506012175279269E-14   -0.444777268162675199E+01
