Nested Sampling Global Log-Evidence           :   -0.211603936750948094E+02  +/-    0.126835658225518261E+00
Nested Importance Sampling Global Log-Evidence:   -0.215171363161511557E+02  +/-    0.487940717190097004E-01

Dim No.       Mean        Sigma
   1    0.248053212224798203E+00    0.119273315810485600E+00
   2   -0.989484877537210261E+00    0.317483998455687810E+00
   3    0.701738275879618243E+02    0.882419832346797439E+00
   4    0.481237633715058174E-14    0.282005115088399549E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.237590988528897484E+00
   2   -0.885040097841682805E+00
   3    0.700562257835999276E+02
   4    0.138039359989179045E-14

MAP Parameters
Dim No.        Parameter
   1    0.237590988528897484E+00
   2   -0.885040097841682805E+00
   3    0.700562257835999276E+02
   4    0.138039359989179045E-14
