# z dmu
0.15 0.014921541752674936
0.25 0.010590478528907162
0.35 0.009469270420378982
0.45000000000000007 0.011282745514694815
0.55 0.010830513658579946
0.65 0.013905676945305092
0.7500000000000001 0.014453573818081888
0.8500000000000001 0.01502603118285751
0.9500000000000001 0.015620348980979323
1.05 0.016234126513393586
1.15 0.01686523931653704
1.25 0.01751181323967271
1.35 0.0181721980196177
1.45 0.01884494178746992
1.55 0.019528767325870156
1.65 0.020222550475860586
