# z dmu
0.015 0.05614849432486352
0.025 0.02016499807787459
0.035 0.016807643165472126
0.045000000000000005 0.014886483755566062
0.05500000000000001 0.012637242708610233
0.065 0.012674681440350109
0.07500000000000001 0.011938517235736804
0.085 0.01154684349641515
0.09500000000000001 0.011220909107334354
