Nested Sampling Global Log-Evidence           :   -0.746217930354065651E+01  +/-    0.924563471354856170E-01
Nested Importance Sampling Global Log-Evidence:   -0.777778801907879647E+01  +/-    0.800615859352141884E-01

Dim No.       Mean        Sigma
   1    0.334770592711834181E+00    0.118595713323097582E+00
   2   -0.103508753444405910E+01    0.311554137010824850E+00
   3   -0.515044596270559096E+00    0.143677938464205313E+01
   4    0.701626979095774317E+02    0.929736494528210944E+00
   5    0.506469374794366600E-14    0.284521141996521723E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.287070466258991075E+00
   2   -0.863408059722412080E+00
   3   -0.994848977975903992E-01
   4    0.699137402990514403E+02
   5    0.426195994330966706E-14

MAP Parameters
Dim No.        Parameter
   1    0.287070466258991075E+00
   2   -0.863408059722412080E+00
   3   -0.994848977975903992E-01
   4    0.699137402990514403E+02
   5    0.426195994330966706E-14
