    0.261266469955444336E+00    0.185840606689453125E+01    0.257609939575195312E+01    0.942770391702651978E+02    0.493529975414276102E-14   -0.285350045099061262E+07   -0.655107999490735882E+01    1
    0.967782735824584961E-02    0.189740777015686035E+01   -0.136722207069396973E+01    0.983021080493927002E+02    0.578139007091522207E-14   -0.260125002388270432E+07   -0.655250856633589773E+01    1
    0.144582986831665039E-01    0.141267204284667969E+01    0.155261349678039551E+01    0.956813305616378784E+02    0.200865626335144052E-14   -0.248363225308559835E+07   -0.655393713776447129E+01    1
    0.642882227897644043E+00    0.198781156539916992E+01    0.262622380256652832E+01    0.977456033229827881E+02    0.117634475231170663E-14   -0.241849693551907828E+07   -0.655536570919307060E+01    1
    0.330129504203796387E+00    0.196958994865417480E+01    0.191237246990203857E+01    0.865794539451599121E+02    0.271128475666046157E-14   -0.241289976115439041E+07   -0.655679428062164682E+01    1
    0.459309637546539307E+00    0.197202038764953613E+01    0.900038480758666992E-01    0.983150124549865723E+02    0.697294294834136978E-14   -0.236780823093164107E+07   -0.655822285205021682E+01    1
    0.454945266246795654E+00    0.158302593231201172E+01    0.222791254520416260E+01    0.980873823165893555E+02    0.174068927764892572E-14   -0.233120445013739215E+07   -0.655965142347877972E+01    1
    0.256456315517425537E+00    0.128069233894348145E+01    0.237306118011474609E+01    0.956538647413253784E+02    0.279257774353027337E-14   -0.220633948938728310E+07   -0.656107999490735327E+01    1
    0.463851690292358398E-01    0.118580365180969238E+01    0.210563313961029053E+01    0.907256931066513062E+02    0.901944398880004924E-14   -0.207530318968656380E+07   -0.656250856633592417E+01    1
    0.248931407928466797E+00    0.177360939979553223E+01   -0.263414740562438965E+00    0.895709246397018433E+02    0.347078382968902597E-14   -0.203623748914290220E+07   -0.656393713776448617E+01    1
    0.119659125804901123E+00    0.104275035858154297E+01    0.242018008232116699E+01    0.941536515951156616E+02    0.714496672153472930E-14   -0.202788276280885865E+07   -0.656536570919306950E+01    1
    0.567299246788024902E+00    0.138590884208679199E+01    0.253008162975311279E+01    0.991935431957244873E+02    0.387899935245513890E-14   -0.202745726500324067E+07   -0.656679428062161907E+01    1
    0.124315142631530762E+00    0.115048980712890625E+01    0.129570329189300537E+01    0.962717890739440918E+02    0.435410737991333016E-15   -0.200611377464428684E+07   -0.656822285205018463E+01    1
    0.409209966659545898E+00    0.180697989463806152E+01    0.613875031471252441E+00    0.881706237792968750E+02    0.819823861122131359E-14   -0.196290713058831519E+07   -0.656965142347875553E+01    1
    0.698351860046386719E-01    0.172985267639160156E+01   -0.258823657035827637E+01    0.976261287927627563E+02    0.225412964820861824E-14   -0.196035339331730944E+07   -0.657107999490733885E+01    1
    0.110887289047241211E-01    0.194031882286071777E+01   -0.726032495498657227E+00    0.784735590219497681E+02    0.233986377716064459E-15   -0.194197180127186957E+07   -0.657250856633590708E+01    1
    0.180417239665985107E+00    0.110969352722167969E+01    0.200301826000213623E+01    0.934891074895858765E+02    0.256522357463836688E-14   -0.193954374022944248E+07   -0.657393713776447708E+01    1
    0.232158899307250977E+00    0.122590088844299316E+01    0.574007034301757812E+00    0.983092546463012695E+02    0.765658140182495161E-14   -0.190783371270158421E+07   -0.657536570919306218E+01    1
    0.472343742847442627E+00    0.147415232658386230E+01    0.176634943485260010E+01    0.928614169359207153E+02    0.274230182170867911E-14   -0.190707529359291517E+07   -0.657679428062162419E+01    1
    0.544847249984741211E-01    0.170700120925903320E+01   -0.110927224159240723E+00    0.813804447650909424E+02    0.251359403133392351E-14   -0.187041822353789769E+07   -0.657822285205019153E+01    1
    0.615597367286682129E-01    0.109383797645568848E+01    0.211407029628753662E+01    0.873495459556579590E+02    0.755802929401397633E-14   -0.182136640976507077E+07   -0.657965142347876952E+01    1
    0.499265372753143311E+00    0.190965771675109863E+01    0.209940075874328613E+01    0.798036843538284302E+02    0.331599712371826183E-15   -0.181626739146090229E+07   -0.658107999490733775E+01    1
    0.131699919700622559E+00    0.821370124816894531E+00    0.213974261283874512E+01    0.972934573888778687E+02    0.980743408203124993E-14   -0.181234627082645032E+07   -0.658250856633588111E+01    1
    0.732840180397033691E+00    0.193897771835327148E+01    0.138066887855529785E+01    0.926169455051422119E+02    0.974262356758117683E-15   -0.175749430385498842E+07   -0.658393713776446621E+01    1
    0.398356556892395020E+00    0.111845874786376953E+01    0.237648689746856689E+01    0.928600370883941650E+02    0.544572114944457986E-14   -0.175247462091362406E+07   -0.658536570919307263E+01    1
    0.404229044914245605E+00    0.196455550193786621E+01   -0.651721000671386719E+00    0.842481136322021484E+02    0.836422860622405978E-14   -0.175157291207188135E+07   -0.658679428062163019E+01    1
    0.372741281986236572E+00    0.120827984809875488E+01    0.925176858901977539E+00    0.961781114339828491E+02    0.346728801727294921E-14   -0.172648925946534914E+07   -0.658822285205017089E+01    1
