Nested Sampling Global Log-Evidence           :   -0.775182987296168680E+01  +/-    0.929273149782393615E-01
Nested Importance Sampling Global Log-Evidence:   -0.818738475196571969E+01  +/-    0.661838845056173936E-01

Dim No.       Mean        Sigma
   1    0.338308555954171530E+00    0.770157034107069732E-01
   2   -0.100810321125783275E+01    0.278740881327534384E+00
   3   -0.406670159136139298E+00    0.138503163025200604E+01
   4    0.701367517314949680E+02    0.932204217511349298E+00
   5    0.504246546471922084E-14    0.285483379106611593E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.297628327345643984E+00
   2   -0.941252328469873500E+00
   3    0.681386718485326170E-01
   4    0.701340686643705880E+02
   5    0.229061608474862913E-14

MAP Parameters
Dim No.        Parameter
   1    0.297628327345643984E+00
   2   -0.941252328469873500E+00
   3    0.681386718485326170E-01
   4    0.701340686643705880E+02
   5    0.229061608474862913E-14
