    0.200925726076302297E+00   -0.571247462192808975E+00    0.669433109004914968E+02    0.206651537364015442E-14   -0.217084874662383669E+02
    0.416225301839944495E+00   -0.193160124807032085E+01    0.738948178400731592E+02    0.537261951782031284E-15   -0.214772958393233040E+02
    0.383025115267772553E+00   -0.917771150699063565E+00    0.694609309151844059E+02    0.507411406464431917E-14   -0.212877439134537170E+02
    0.332981921446346918E+00   -0.120913109658045537E+01    0.689737699322892297E+02    0.749420364290190877E-14   -0.211121096956088330E+02
    0.542785937850854605E+00   -0.195814699703968742E+01    0.695809062971904808E+02    0.855879450947033785E-14   -0.198003460408966063E+02
    0.341289748559151451E+00   -0.128828265627837046E+01    0.728078478657013193E+02    0.264797863337555508E-14   -0.197701854283935283E+02
    0.364282866258643812E+00   -0.155982563452331102E+01    0.734305407167820050E+02    0.152761421905212132E-14   -0.196624131393449204E+02
    0.353149999798335890E+00   -0.899368789677883251E+00    0.675661001978710516E+02    0.704475452338449088E-14   -0.196366874057693224E+02
    0.287440800523718787E+00   -0.130621261231361996E+01    0.733628393636618341E+02    0.516480661384311282E-14   -0.195751018386545610E+02
    0.799882203100610867E-01   -0.789241984237636807E+00    0.724504162926771613E+02    0.792140403447346666E-14   -0.194498184172105972E+02
    0.289804009010686481E+00   -0.705159232062880115E+00    0.681943884966495091E+02    0.833474195848196879E-14   -0.194213341829492308E+02
    0.232459043774053881E+00   -0.654677160327642449E+00    0.689478327199868914E+02    0.360806287892342730E-14   -0.194055686276340360E+02
    0.224825527147694326E+00   -0.970790410139742876E+00    0.694581014916906128E+02    0.560299015436524616E-14   -0.188798156018406331E+02
    0.136497890279262790E+00   -0.914534668144959761E+00    0.713982872188779965E+02    0.638808182521626476E-15   -0.188323356271503144E+02
    0.207776071859715417E+00   -0.106156547554223524E+01    0.727772097127890731E+02    0.759186248602883458E-15   -0.187254725462000238E+02
    0.482209865454231001E+00   -0.145496072592941772E+01    0.700375618292062825E+02    0.605173345942545248E-14   -0.187137329210202985E+02
    0.507620465240507079E+00   -0.193005464856643938E+01    0.696347748586153443E+02    0.435783984999395087E-14   -0.186571733532032233E+02
    0.318519960323275397E+00   -0.142645420447802129E+01    0.731590083368538018E+02    0.489886728839460688E-14   -0.185064824475114307E+02
    0.511395975099608213E+00   -0.193379798345002607E+01    0.708543426355335839E+02    0.963674762424774883E-15   -0.184678117599691127E+02
