Nested Sampling Global Log-Evidence           :   -0.542001132703824808E+02  +/-    0.136187014188947630E+00
Nested Importance Sampling Global Log-Evidence:   -0.547500929928415587E+02  +/-    0.312029204392780812E+00

Dim No.       Mean        Sigma
   1    0.297721742894618502E+00    0.634048528249369931E-02
   2    0.959127778940656317E-01    0.252387511506785601E-01
   3    0.209228973021809705E-01    0.173229625324195746E+01
   4    0.701070741902073422E+02    0.177181109087555577E+00
   5    0.499684169414963383E-14    0.286849518624045148E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.298527526370844121E+00
   2    0.938234084027107507E-01
   3   -0.188406276091539748E+01
   4    0.701062373807652790E+02
   5    0.228399135571872093E-14

MAP Parameters
Dim No.        Parameter
   1    0.298527526370844121E+00
   2    0.938234084027107507E-01
   3   -0.188406276091539748E+01
   4    0.701062373807652790E+02
   5    0.228399135571872093E-14
