Nested Sampling Global Log-Evidence           :   -0.740694071740401228E+01  +/-    0.123692769826288199E+00
Nested Importance Sampling Global Log-Evidence:   -0.734501511435302312E+01  +/-    0.133748840273296671E+00

Dim No.       Mean        Sigma
   1    0.300522566238901445E+00    0.106149674168970962E+00
   2   -0.107621000200190964E+01    0.309848202094494707E+00
   3    0.700569306557928542E+02    0.896901366496083541E+00
   4    0.492269444862484851E-14    0.279910961843723175E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.293379374989857666E+00
   2   -0.987822870000951703E+00
   3    0.700217967002666910E+02
   4    0.801237327360286588E-15

MAP Parameters
Dim No.        Parameter
   1    0.293379374989857666E+00
   2   -0.987822870000951703E+00
   3    0.700217967002666910E+02
   4    0.801237327360286588E-15
