Nested Sampling Global Log-Evidence           :   -0.204613472567652863E+02  +/-    0.141313775752231613E+00
Nested Importance Sampling Global Log-Evidence:   -0.213292065671047588E+02  +/-    0.108508563708346328E+00

Dim No.       Mean        Sigma
   1    0.301012527530278906E+00    0.951926365526721378E-02
   2   -0.893465155067610151E+00    0.579747719856978441E-01
   3   -0.163047040416700872E+00    0.242370161485805036E+00
   4    0.699792297244388237E+02    0.423170814677397367E+00
   5    0.501916965283981163E-14    0.286249856506312360E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.300868904904089685E+00
   2   -0.896134761525175128E+00
   3   -0.144815043624163309E+00
   4    0.699889695302095021E+02
   5    0.663351458013889075E-14

MAP Parameters
Dim No.        Parameter
   1    0.300868904904089685E+00
   2   -0.896134761525175128E+00
   3   -0.144815043624163309E+00
   4    0.699889695302095021E+02
   5    0.663351458013889075E-14
