    0.315151479463997242E+00   -0.709687465471073420E+00   -0.110031628541893078E+01    0.691966693218046487E+02    0.602449415415670399E-14   -0.138571100254193098E+02
    0.321425138212438122E+00   -0.101851875438801276E+01   -0.286374779423699266E+00    0.710758764911470280E+02    0.373593181511348032E-15   -0.138323010309074199E+02
    0.314010785306915896E+00   -0.772493831895677996E+00   -0.967420897039060979E+00    0.697899304091117330E+02    0.706207069275188828E-14   -0.136134701088663270E+02
    0.288643200963684898E+00   -0.923176764295787322E+00   -0.114004342331067932E+00    0.708502307235859803E+02    0.747440922038336751E-14   -0.132671887894977036E+02
    0.319270722907996740E+00   -0.682467064932487322E+00   -0.113874730961002424E+01    0.688355419904526116E+02    0.384840984674927991E-14   -0.127439074660958411E+02
    0.322219550744153871E+00   -0.811508167682904125E+00   -0.973094189969535339E+00    0.699169128137860554E+02    0.737760664838475937E-14   -0.125519742956621805E+02
    0.282863909902302535E+00   -0.892782965886254498E+00    0.266905373466158835E+00    0.694891180333102909E+02    0.684718975687391934E-14   -0.120776517804727366E+02
    0.280278946104591253E+00   -0.997534562934604629E+00    0.560010013839864484E+00    0.704083529305741394E+02    0.183157848511892468E-14   -0.119979131471019365E+02
    0.287282422500661938E+00   -0.853781997695533645E+00   -0.834305331843792075E-01    0.698705710090490726E+02    0.517153601308909839E-14   -0.119570564957501428E+02
    0.320330634975603656E+00   -0.688838059004219794E+00   -0.105824855177281951E+01    0.687172642699618166E+02    0.118172121201604742E-14   -0.117899489571237215E+02
    0.289318131785885224E+00   -0.940477798678798216E+00   -0.356510768266664613E-01    0.708698126102824659E+02    0.737048603643280600E-14   -0.117693968507960953E+02
    0.280177366983796972E+00   -0.991627430694979939E+00    0.507568047916591603E+00    0.703557740103939011E+02    0.695385054456774197E-14   -0.117001647429604425E+02
    0.319376719676588372E+00   -0.802929188678048522E+00   -0.874978069217410948E+00    0.696633926766459126E+02    0.822550136339695082E-14   -0.116782236595986380E+02
    0.267247455532365230E+00   -0.982445483734600611E+00    0.438423052780921196E+00    0.709644267655496037E+02    0.188657514861098483E-14   -0.116385909811693935E+02
    0.310874174804977699E+00   -0.891472264172392670E+00   -0.578373132306303273E+00    0.704913170263484687E+02    0.986514587393581927E-14   -0.115954652295782488E+02
    0.287225938466629693E+00   -0.106190507819787250E+01    0.557592048647004290E+00    0.709796065282392163E+02    0.855298184688946313E-14   -0.115060577097452637E+02
    0.295591988873605549E+00   -0.943851370443141047E+00    0.293305636618497623E+00    0.697629958374375860E+02    0.124702048054121953E-14   -0.114352215188648891E+02
    0.294346635097869846E+00   -0.106193629437409287E+01    0.438980998887315010E+00    0.709809469093624159E+02    0.208062476952385722E-15   -0.113896905502568107E+02
    0.274218923790373548E+00   -0.796866988364192119E+00   -0.134992773086834994E+00    0.695287458664264193E+02    0.823194218248423877E-14   -0.113684381941864636E+02
    0.307175230389574672E+00   -0.108954504195824464E+01    0.316512062654514370E+00    0.712486203042380595E+02    0.486261132229397290E-14   -0.113611050272763734E+02
    0.331804647023318189E+00   -0.774308784475498335E+00   -0.103352334031108728E+01    0.692252031959039869E+02    0.877898259736150802E-14   -0.113261247631670106E+02
    0.313933633479303698E+00   -0.915233148765651094E+00   -0.541457834052285314E+00    0.706451549012724342E+02    0.583828217602673193E-15   -0.113121189267089548E+02
    0.322002027020748205E+00   -0.996390844234420259E+00   -0.385159673657797796E-01    0.702657659656100293E+02    0.482616237377889132E-14   -0.112898326272820455E+02
    0.313551430360365591E+00   -0.907898827360437144E+00   -0.207155431082907793E+00    0.699423178567717514E+02    0.255439317915496500E-14   -0.112833674250437355E+02
    0.286741881127076603E+00   -0.783662014610201574E+00   -0.200511216116754376E+00    0.689585968342594526E+02    0.387753550335193577E-14   -0.112607615639097176E+02
