Nested Sampling Global Log-Evidence           :   -0.116581951660983343E+02  +/-    0.159756989535017768E+00
Nested Importance Sampling Global Log-Evidence:   -0.122127687372054812E+02  +/-    0.203289690619840174E-01

Dim No.       Mean        Sigma
   1    0.300172891756434801E+00    0.598688414183771219E-02
   2    0.975826643981961839E-01    0.418064182744911916E-01
   3    0.700119471733922865E+02    0.350785974794675770E+00
   4    0.498886127738801147E-13    0.288584366551759170E-13

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.300186764180036869E+00
   2    0.104542746364605921E+00
   3    0.699488646552101301E+02
   4    0.815504289881466726E-13

MAP Parameters
Dim No.        Parameter
   1    0.300186764180036869E+00
   2    0.104542746364605921E+00
   3    0.699488646552101301E+02
   4    0.815504289881466726E-13
