    0.997178196907043457E+00   -0.719870805740356445E+00    0.245850419998168945E+01    0.863163471221923828E+02    0.422524750232696556E-14   -0.244124137102834793E+06   -0.655107999490735882E+01    1
    0.996334373950958252E+00    0.738872289657592773E+00    0.184064555168151855E+01    0.821192026138305664E+02    0.161813080310821529E-14   -0.243247831952923763E+06   -0.655250856633589773E+01    1
    0.993723928928375244E+00   -0.335862398147583008E+00    0.628443002700805664E+00    0.919658511877059937E+02    0.626946806907653817E-14   -0.242173982089175843E+06   -0.655393713776447129E+01    1
    0.994546711444854736E+00   -0.157371926307678223E+01   -0.178246092796325684E+01    0.626562267541885376E+02    0.744441986083984381E-14   -0.241267510221207020E+06   -0.655536570919307060E+01    1
    0.988564312458038330E+00   -0.631642818450927734E+00   -0.112577819824218750E+01    0.757804125547409058E+02    0.968659877777099570E-14   -0.237479736457678024E+06   -0.655679428062164682E+01    1
    0.986084699630737305E+00    0.196499109268188477E+00    0.813038706779479980E+00    0.742084145545959473E+02    0.959275603294372521E-14   -0.235710547338751727E+06   -0.655822285205021682E+01    1
    0.984028637409210205E+00   -0.151280117034912109E+01    0.218353486061096191E+01    0.916715115308761597E+02    0.492240548133850080E-14   -0.235450405864481494E+06   -0.655965142347877972E+01    1
    0.980476737022399902E+00   -0.906197309494018555E+00    0.142735040187835693E+01    0.937857240438461304E+02    0.166964352130889893E-14   -0.233211405290164315E+06   -0.656107999490735327E+01    1
    0.981982171535491943E+00   -0.591295003890991211E+00    0.985333085060119629E+00    0.547916173934936523E+02    0.442637264728546148E-14   -0.232820221994373744E+06   -0.656250856633592417E+01    1
    0.978869318962097168E+00    0.360870838165283203E+00    0.145400547981262207E+01    0.982387542724609375E+02    0.248666703701019269E-14   -0.232571818517842505E+06   -0.656393713776448617E+01    1
    0.978457212448120117E+00   -0.207206964492797852E+00    0.101096785068511963E+01    0.942756235599517822E+02    0.660897254943847630E-14   -0.231898886544219800E+06   -0.656536570919306950E+01    1
    0.979632735252380371E+00   -0.577727317810058594E+00   -0.440750956535339355E+00    0.826345890760421753E+02    0.532438635826110877E-14   -0.231770700495165365E+06   -0.656679428062161907E+01    1
    0.977740526199340820E+00    0.671156883239746094E+00   -0.103313505649566650E+01    0.950641483068466187E+02    0.267713487148284915E-14   -0.231513126150737342E+06   -0.656822285205018463E+01    1
    0.980123221874237061E+00    0.311650753021240234E+00    0.187375974655151367E+01    0.631586730480194092E+02    0.294509410858154284E-14   -0.231360257277120050E+06   -0.656965142347875553E+01    1
    0.979945361614227295E+00    0.186924242973327637E+01   -0.281447947025299072E+01    0.617021501064300537E+02    0.624275803565978991E-14   -0.231252370891767641E+06   -0.657107999490733885E+01    1
    0.979328393936157227E+00    0.995528936386108398E+00    0.208810400962829590E+01    0.512598127126693726E+02    0.303544461727142344E-14   -0.231229850586576620E+06   -0.657250856633590708E+01    1
    0.979164898395538330E+00   -0.139738154411315918E+01   -0.294632434844970703E+01    0.628396481275558472E+02    0.602179050445556635E-14   -0.230699291249561764E+06   -0.657393713776447708E+01    1
    0.977184534072875977E+00    0.790439367294311523E+00    0.205239415168762207E+00    0.882402569055557251E+02    0.269534528255462661E-14   -0.230577516800473939E+06   -0.657536570919306218E+01    1
    0.976924002170562744E+00   -0.928102254867553711E+00   -0.220722913742065430E+01    0.862124055624008179E+02    0.732829928398132312E-14   -0.230176866606922442E+06   -0.657679428062162419E+01    1
    0.975453197956085205E+00   -0.372587442398071289E+00   -0.283053159713745117E+00    0.799372404813766479E+02    0.249611735343933110E-15   -0.228767431901345088E+06   -0.657822285205019153E+01    1
    0.975670337677001953E+00   -0.123276281356811523E+01    0.380021810531616211E+00    0.756146728992462158E+02    0.658768355846404989E-14   -0.228664647085109405E+06   -0.657965142347876952E+01    1
    0.972655594348907471E+00    0.135028481483459473E+01   -0.242551052570343018E+01    0.997202634811401367E+02    0.387165606021881128E-14   -0.228568788010480988E+06   -0.658107999490733775E+01    1
    0.975685119628906250E+00   -0.198443889617919922E+00   -0.464714884757995605E+00    0.632898151874542236E+02    0.840308248996734551E-14   -0.228344674933337898E+06   -0.658250856633588111E+01    1
    0.975176572799682617E+00    0.934220075607299805E+00   -0.211886644363403320E+01    0.702806144952774048E+02    0.485028564929962184E-14   -0.228142074113809358E+06   -0.658393713776446621E+01    1
    0.974109113216400146E+00    0.100192356109619141E+01    0.233801400661468506E+01    0.820988178253173828E+02    0.969932496547698938E-14   -0.228107016371094272E+06   -0.658536570919307263E+01    1
    0.974489569664001465E+00   -0.963652610778808594E+00   -0.578552126884460449E+00    0.786592483520507812E+02    0.482011914253234850E-14   -0.228030671682075539E+06   -0.658679428062163019E+01    1
    0.972847521305084229E+00   -0.159641408920288086E+01    0.101121783256530762E+01    0.777247399091720581E+02    0.765891849994659381E-14   -0.226865421867116907E+06   -0.658822285205017089E+01    1
    0.971856892108917236E+00   -0.937048435211181641E+00    0.690254688262939453E+00    0.715415745973587036E+02    0.137576520442962649E-14   -0.225922874646840733E+06   -0.658965142347874533E+01    1
    0.969090461730957031E+00   -0.629443883895874023E+00   -0.150052821636199951E+01    0.960855245590209961E+02    0.411048412322998046E-14   -0.225718866519352159E+06   -0.659107999490733221E+01    1
    0.967882931232452393E+00   -0.134991312026977539E+01    0.833811163902282715E+00    0.763741195201873779E+02    0.961961925029754576E-14   -0.223464454813849909E+06   -0.659250856633591731E+01    1
    0.963679552078247070E+00    0.285606145858764648E+00    0.353858828544616699E+00    0.929434627294540405E+02    0.260251998901367176E-14   -0.221893358821484377E+06   -0.659393713776448553E+01    1
    0.964485049247741699E+00   -0.480935335159301758E+00    0.291678893566131592E+01    0.769902586936950684E+02    0.755960941314697233E-15   -0.221255662231193302E+06   -0.659536570919305554E+01    1
    0.964107334613800049E+00    0.190869331359863281E+00   -0.155632424354553223E+01    0.763339340686798096E+02    0.305033326148986816E-14   -0.220972844170716271E+06   -0.659679428062163176E+01    1
    0.955666065216064453E+00   -0.112094736099243164E+01   -0.258671522140502930E+01    0.506710022687911987E+02    0.667050302028656010E-14   -0.215526759825349989E+06   -0.659822285205020087E+01    1
    0.952917039394378662E+00    0.862006664276123047E+00    0.461567759513854980E+00    0.899230957031250000E+02    0.346995830535888674E-14   -0.214641072690676549E+06   -0.659965142347876732E+01    1
    0.952572882175445557E+00    0.732648611068725586E+00   -0.937646627426147461E-01    0.916566431522369385E+02    0.380433022975921598E-14   -0.214529756611727033E+06   -0.660107999490734354E+01    1
    0.951438248157501221E+00    0.129852223396301270E+01    0.175389325618743896E+01    0.915968120098114014E+02    0.551408767700195312E-14   -0.213994310664952762E+06   -0.660250856633590555E+01    1
    0.953598976135253906E+00    0.144177365303039551E+01    0.564247369766235352E-01    0.673819214105606079E+02    0.267158627510070793E-14   -0.213802600734106469E+06   -0.660393713776446933E+01    1
    0.952859222888946533E+00    0.133696055412292480E+01   -0.204954493045806885E+01    0.562980920076370239E+02    0.838225007057189898E-14   -0.213303192424488690E+06   -0.660536570919304200E+01    1
    0.946822881698608398E+00   -0.516980886459350586E+00    0.117403471469879150E+01    0.918040096759796143E+02    0.640920460224151597E-14   -0.210696781918157387E+06   -0.660679428062161911E+01    1
    0.948733627796173096E+00   -0.674090385437011719E-01   -0.195887231826782227E+01    0.679396837949752808E+02    0.313937306404113781E-14   -0.210550883068134950E+06   -0.660822285205021487E+01    1
    0.947602748870849609E+00   -0.196186470985412598E+01   -0.280593824386596680E+01    0.628093838691711426E+02    0.636258542537689245E-14   -0.209755969493599114E+06   -0.660965142347877954E+01    1
    0.945915877819061279E+00    0.503095626831054688E+00    0.219760823249816895E+01    0.650354415178298950E+02    0.697776794433593784E-14   -0.208718994630846195E+06   -0.661107999490735132E+01    1
    0.945228040218353271E+00    0.149961376190185547E+01    0.207939684391021729E+01    0.670773953199386597E+02    0.601862668991088904E-14   -0.208448715421916044E+06   -0.661250856633593553E+01    1
    0.941495537757873535E+00   -0.178256583213806152E+01   -0.159637856483459473E+01    0.906850069761276245E+02    0.138078093528747566E-14   -0.207101879253909457E+06   -0.661393713776448955E+01    1
    0.942753612995147705E+00    0.782612562179565430E+00   -0.422685742378234863E+00    0.701504051685333252E+02    0.596452057361602798E-14   -0.206798690305991215E+06   -0.661536570919304712E+01    1
    0.942280709743499756E+00   -0.759556055068969727E+00   -0.152168262004852295E+01    0.778452217578887939E+02    0.417794227600097672E-14   -0.206758318607356516E+06   -0.661679428062162867E+01    1
    0.940027475357055664E+00   -0.629487514495849609E+00    0.204109954833984375E+01    0.531158804893493652E+02    0.910270214080810575E-14   -0.205194057375577220E+06   -0.661822285205019067E+01    1
