Nested Sampling Global Log-Evidence           :   -0.755862795831124945E+01  +/-    0.924723446449880193E-01
Nested Importance Sampling Global Log-Evidence:   -0.779499377983577801E+01  +/-    0.185588091496320190E+00

Dim No.       Mean        Sigma
   1    0.338224562817934782E+00    0.931140617806347215E-01
   2   -0.102441616161706084E+01    0.293117004382651036E+00
   3   -0.418667965413347221E+00    0.137446501563107026E+01
   4    0.701551663855818788E+02    0.920746069196882400E+00
   5    0.498748970072360098E-14    0.274589026860076634E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.290962126358883966E+00
   2   -0.896281202737648997E+00
   3   -0.699728711269176351E-01
   4    0.701066897002393290E+02
   5    0.250317864623547059E-14

MAP Parameters
Dim No.        Parameter
   1    0.290962126358883966E+00
   2   -0.896281202737648997E+00
   3   -0.699728711269176351E-01
   4    0.701066897002393290E+02
   5    0.250317864623547059E-14
