Nested Sampling Global Log-Evidence           :   -0.660451873141446200E+01  +/-    0.116582926511074741E+00
Nested Importance Sampling Global Log-Evidence:   -0.701012166235050760E+01  +/-    0.980493934132515704E-01

Dim No.       Mean        Sigma
   1    0.517501981872831140E+00    0.162117083220479435E+00
   2   -0.127744628456252096E+01    0.384728132984614946E+00
   3   -0.580318033935954936E+00    0.143126499130632268E+01
   4    0.699859296781107361E+02    0.923756958285385066E+00
   5    0.507505789318511313E-14    0.281573341133495093E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.619735232528205726E+00
   2   -0.136190001061112320E+01
   3   -0.193465924062183525E+01
   4    0.700841536143244497E+02
   5    0.240440966962795822E-14

MAP Parameters
Dim No.        Parameter
   1    0.619735232528205726E+00
   2   -0.136190001061112320E+01
   3   -0.193465924062183525E+01
   4    0.700841536143244497E+02
   5    0.240440966962795822E-14
