Nested Sampling Global Log-Evidence           :   -0.741216320648120242E+01  +/-    0.922084169486132865E-01
Nested Importance Sampling Global Log-Evidence:   -0.770641359908286816E+01  +/-    0.619463517601069255E-01

Dim No.       Mean        Sigma
   1    0.339326947423962189E+00    0.120240293070980817E+00
   2   -0.104229315625144903E+01    0.320153952373008199E+00
   3   -0.530795875877182466E+00    0.140689150258739604E+01
   4    0.701434805102065155E+02    0.934590194309791067E+00
   5    0.502114159673082856E-14    0.277512911091624375E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.322737754893019368E+00
   2   -0.908382316421793456E+00
   3   -0.516746886513652193E+00
   4    0.700446372330061706E+02
   5    0.742927529039990747E-14

MAP Parameters
Dim No.        Parameter
   1    0.322737754893019368E+00
   2   -0.908382316421793456E+00
   3   -0.516746886513652193E+00
   4    0.700446372330061706E+02
   5    0.742927529039990747E-14
