Nested Sampling Global Log-Evidence           :   -0.108834249280140760E+02  +/-    0.152881239852979578E+00
Nested Importance Sampling Global Log-Evidence:   -0.112916636364566791E+02  +/-    0.187067602703696635E-01

Dim No.       Mean        Sigma
   1    0.300678518956213947E+00    0.101041684077575553E-01
   2    0.931132100157716219E-01    0.763439723605756626E-01
   3    0.700024478133785664E+02    0.172032583965683744E+00
   4    0.495034985496402054E-14    0.294542336722456313E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.300653539814340898E+00
   2    0.907306114289327947E-01
   3    0.700171961730548702E+02
   4    0.408718064272955750E-14

MAP Parameters
Dim No.        Parameter
   1    0.300653539814340898E+00
   2    0.907306114289327947E-01
   3    0.700171961730548702E+02
   4    0.408718064272955750E-14
