    0.973665118217468262E+00    0.461537003517150879E+00    0.997581899166107178E+02    0.323903501033782967E-14   -0.187692317380780369E+05   -0.599146350544150419E+01    1
    0.661795258522033691E+00    0.642559170722961426E+00    0.999146223068237305E+02    0.306614816188812267E-14   -0.169034702738805136E+05   -0.599396350544151169E+01    1
    0.910555899143218994E+00   -0.248742938041687012E+00    0.980742454528808594E+02    0.800345540046691881E-15   -0.166821909881592183E+05   -0.599646350544151474E+01    1
    0.811445295810699463E+00   -0.134381890296936035E+00    0.988358557224273682E+02    0.275192856788635231E-15   -0.165178754632764867E+05   -0.599896350544151957E+01    1
    0.894309461116790771E+00   -0.137079119682312012E+00    0.979476571083068848E+02    0.868475258350372265E-14   -0.164496420943146004E+05   -0.600146350544151552E+01    1
    0.730771720409393311E+00    0.980555295944213867E+00    0.984684258699417114E+02    0.481700599193573024E-14   -0.162149989378536065E+05   -0.600396350544151858E+01    1
    0.784334003925323486E+00    0.856258034706115723E+00    0.981899529695510864E+02    0.815599322319030697E-14   -0.161834768401414531E+05   -0.600646350544151630E+01    1
    0.890267729759216309E+00    0.396458506584167480E+00    0.974658131599426270E+02    0.121252238750457756E-14   -0.161152639872931031E+05   -0.600896350544152469E+01    1
    0.985153377056121826E+00   -0.263242125511169434E+00    0.964220225811004639E+02    0.770066916942596397E-14   -0.159928442842895147E+05   -0.601146350544151886E+01    1
    0.893695950508117676E+00   -0.888940334320068359E+00    0.972555935382843018E+02    0.203387320041656497E-14   -0.157330279229932257E+05   -0.601396350544150859E+01    1
    0.623250484466552734E+00   -0.357280731201171875E+00    0.991882085800170898E+02    0.358884692192077660E-14   -0.153415316116974755E+05   -0.601646350544151520E+01    1
    0.940040051937103271E+00   -0.461219906806945801E+00    0.960423022508621216E+02    0.565277159214019803E-14   -0.152353086198261644E+05   -0.601896350544151559E+01    1
    0.774603128433227539E+00    0.754404544830322266E+00    0.971809089183807373E+02    0.162914276123046877E-14   -0.152264780835741494E+05   -0.602146350544152753E+01    1
    0.127176702022552490E+00   -0.624341487884521484E+00    0.502546250820159912E+02    0.417094409465789779E-14   -0.151864207697731181E+05   -0.602396350544153325E+01    1
    0.681224286556243896E+00    0.979221463203430176E+00    0.974396049976348877E+02    0.430914759635925295E-14   -0.151174016878705170E+05   -0.602646350544152298E+01    1
