Nested Sampling Global Log-Evidence           :   -0.284628562609874436E+02  +/-    0.259548533024093531E+00
Nested Importance Sampling Global Log-Evidence:   -0.296542812977134496E+02  +/-    0.190062232454668682E-01

Dim No.       Mean        Sigma
   1    0.299995163005371768E+00    0.110800642016806698E-03
   2    0.100012415845346078E+00    0.271320465033697555E-03
   3    0.699999929496704993E+02    0.192606799959440600E-03
   4    0.513904052993708507E-14    0.286131252677211951E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.300014246036324816E+00
   2    0.999693615156949100E-01
   3    0.700000245639420484E+02
   4    0.349254805015007002E-14

MAP Parameters
Dim No.        Parameter
   1    0.300014246036324816E+00
   2    0.999693615156949100E-01
   3    0.700000245639420484E+02
   4    0.349254805015007002E-14
