    0.494455852119513206E+00   -0.171090047824364033E+01   -0.282250951898808555E+01    0.722792916689114833E+02    0.656813033411915519E-14   -0.216483191938958086E+02
    0.505166660504421716E+00   -0.191977506009354015E+01    0.792095724314733296E+00    0.711840658579911576E+02    0.190126733652524320E-15   -0.200091985493274329E+02
    0.542414794924935495E+00   -0.192574256970572133E+01   -0.231569349020896453E+01    0.692537051824540555E+02    0.701899971807954250E-14   -0.199972959068501517E+02
    0.267110745645940895E+00   -0.852962673297287477E+00    0.267713984368633362E+00    0.676665639473502694E+02    0.404084241261785302E-14   -0.198840885584464431E+02
    0.323202928319516913E+00   -0.525117793173319747E+00   -0.153093930849355231E+01    0.678504351879479373E+02    0.817892976905413665E-14   -0.194138254934338974E+02
    0.477354299401715310E+00   -0.131974284440009049E+01   -0.546744029008170429E-01    0.682921298562948209E+02    0.389086774176227312E-14   -0.194017200416953841E+02
    0.237969214553603786E+00   -0.956180617874474059E+00    0.131518226641919700E+01    0.706619447980391726E+02    0.734887570962628700E-14   -0.193355903063227501E+02
    0.349994387247653471E+00   -0.123136302935648367E+01    0.198689753783316547E+01    0.686321011900917455E+02    0.740192885292365910E-14   -0.192806128222376003E+02
    0.241535446204376114E+00   -0.125000238340451864E+01    0.674721304319786164E+00    0.733412875249694594E+02    0.281723815904335423E-14   -0.192738566985539279E+02
    0.221663107108812596E+00   -0.480870973477294461E+00   -0.106594343693859139E+01    0.685822329156755899E+02    0.295808653452876619E-14   -0.192566931808894708E+02
    0.538317418279256499E+00   -0.155239029915001181E+01   -0.249911230377836890E+01    0.688377956283999026E+02    0.704707842073201836E-14   -0.191711081532993823E+02
    0.516448426914176251E+00   -0.195818062388335168E+01    0.123100983196115710E+01    0.702618480561182821E+02    0.295656094517354417E-14   -0.191115646289913030E+02
    0.281167329254265574E+00   -0.147949493895580853E+01    0.152488962641070458E+01    0.734986581758295756E+02    0.950147701728208513E-14   -0.189159366586909172E+02
    0.497783487970909877E+00   -0.145543334751241993E+01   -0.174441492219252980E+01    0.705709333535235146E+02    0.271839768266201170E-14   -0.188799082118983641E+02
    0.175031599370470664E+00   -0.725199138339934324E+00   -0.900081824395264629E+00    0.690786788026018996E+02    0.494973877475762097E-14   -0.187859587830475547E+02
    0.835193560504660093E-01   -0.859112206174706294E+00    0.382336460213189788E+00    0.726181471310255802E+02    0.399598191773651938E-14   -0.187251961349650102E+02
    0.302738265130801709E+00   -0.145832877423079044E+01    0.633403979704194597E+00    0.718559218009740164E+02    0.809185204171232629E-14   -0.186070714742094481E+02
    0.169717955033176798E+00   -0.480451416892222261E+00   -0.197294049631039714E+01    0.703712178259561654E+02    0.570205210667432813E-14   -0.186009922807587387E+02
    0.205489285087134543E+00   -0.765100120514335513E+00   -0.245438284808990659E+00    0.681596348190250438E+02    0.876446095748201935E-14   -0.185340750689632756E+02
    0.394151388754185705E+00   -0.150969669681686636E+01   -0.293351243461278832E+01    0.719673180186468073E+02    0.409023401705780705E-14   -0.185040086193869691E+02
    0.414484275704806671E+00   -0.167343097884062231E+01   -0.448132987261083748E+00    0.705045685450019164E+02    0.940479000839224184E-14   -0.184951989663303742E+02
    0.458761971216290587E+00   -0.143270815745704039E+01   -0.270558708187234043E+01    0.718258366037303375E+02    0.554273171427422245E-14   -0.184127548564019605E+02
    0.299062696611776535E+00   -0.673224803786154569E+00   -0.729922610195005817E+00    0.674597081673864807E+02    0.328468473191294460E-14   -0.183591603080439043E+02
    0.204038341607319790E+00   -0.732252459408681666E+00   -0.116856963169377437E+00    0.678792420505083527E+02    0.913877991383765347E-14   -0.182633992853763090E+02
    0.449581158491601018E+00   -0.158089679035985409E+01    0.198564270408769250E+01    0.697816573109805347E+02    0.234816521455484138E-15   -0.182292534697507129E+02
    0.324842344211600909E+00   -0.141935549447777909E+01    0.202471939645036247E+01    0.697220399031459266E+02    0.898597267794225068E-14   -0.181682179328210260E+02
    0.444250087813824246E+00   -0.156765136774870162E+01    0.927867596510520976E+00    0.691761114037548310E+02    0.634003125624036817E-14   -0.180321479814740826E+02
    0.422868141688785781E+00   -0.113976328392639159E+01   -0.236254278762048386E+01    0.686785606741124184E+02    0.475543503168144748E-14   -0.180301586264012599E+02
    0.247882761445472083E+00   -0.580380623855815569E+00   -0.894366783504800367E+00    0.674001608992618060E+02    0.910087779694507667E-15   -0.180064916745578039E+02
    0.502594925384433067E+00   -0.114807209071701632E+01   -0.256236818725626048E+01    0.687730500794370272E+02    0.883768742291335632E-14   -0.179861954867642098E+02
    0.369775974341911451E+00   -0.724427109492141952E+00   -0.284666280251661519E+01    0.678031091745859271E+02    0.793368856696991821E-14   -0.179201204695634289E+02
    0.459062916584789649E+00   -0.160476224835597914E+01    0.165691251292570385E+01    0.695567538385085982E+02    0.217698306645314407E-14   -0.178898578994878363E+02
    0.140902006452778977E+00   -0.682001996712042091E+00    0.573021033552495229E+00    0.679225927438735368E+02    0.352683833354155301E-14   -0.178621681075305894E+02
    0.348005993459123475E+00   -0.182005960496967156E+01    0.236293960524704083E+01    0.721764816998826291E+02    0.494012915555886400E-15   -0.178549622920390405E+02
    0.383935146914774816E+00   -0.112530903868464405E+01   -0.161195910600985237E+01    0.689682116171079826E+02    0.368346681347890702E-14   -0.177672708783479578E+02
    0.522709489745752043E+00   -0.189900222325403578E+01   -0.195806889733113665E+01    0.704882420972212174E+02    0.472457406253491087E-14   -0.177553011011375865E+02
    0.434127419434142237E+00   -0.178331311467202580E+01   -0.261673638499830519E+01    0.722401359345038543E+02    0.567310513344681303E-14   -0.177210112499608528E+02
    0.432920230373928905E+00   -0.169389906033943327E+01   -0.173088473905085305E+01    0.708835483895460072E+02    0.597262490191372796E-14   -0.177056298183049705E+02
    0.444735587833124391E+00   -0.130058245333085054E+01   -0.276647121714374311E+01    0.691801386869913415E+02    0.777769369302050078E-14   -0.176969219801154836E+02
    0.810661233302064077E-01   -0.384851996270311636E+00   -0.107397643977716406E+01    0.686990013718563262E+02    0.106455055100547995E-14   -0.176885794350002321E+02
    0.210536797024477779E+00   -0.109329271840108344E+01    0.153325718717737658E+01    0.694502271894995147E+02    0.681763928329622553E-14   -0.176039041270481356E+02
    0.426365140479012528E+00   -0.195272920704209652E+01    0.208786086140680460E+01    0.708392116171657875E+02    0.823997057491742160E-14   -0.175791138557171571E+02
    0.478772982969859373E+00   -0.195872855365005694E+01   -0.276957083203404997E+01    0.720413434399090846E+02    0.846891690391195347E-14   -0.175614045745226832E+02
    0.928968939182277104E-01   -0.742993273522625897E+00    0.935418241782306481E+00    0.682703663443916611E+02    0.865017490720513977E-14   -0.175464894752221525E+02
    0.145250984472614142E+00   -0.462644692487863773E+00   -0.198466319214381337E+01    0.690177581843413890E+02    0.438169202861018726E-14   -0.175462890434760936E+02
    0.449046702148278298E+00   -0.197948177524628188E+01    0.122356128873526426E+01    0.707463231839872719E+02    0.887431794357119677E-14   -0.175374336920367710E+02
    0.292358991591842032E+00   -0.829397092172964978E+00   -0.271596590519038461E+01    0.701233982084881120E+02    0.822403000151622265E-14   -0.175316121400303473E+02
    0.507327007448893474E+00   -0.183134967417640082E+01   -0.253877771911381167E+00    0.701009974899982780E+02    0.694756197051991542E-14   -0.175245765237208708E+02
    0.517012414805033793E+00   -0.187140713318229412E+01   -0.172419046362370487E+01    0.704905538536277447E+02    0.647534279923322435E-14   -0.175067718643808057E+02
    0.415453761798520671E+00   -0.134335302021657643E+01    0.122515438790893327E+00    0.689290143170216254E+02    0.722188994482249161E-14   -0.175062437117045064E+02
    0.941817611557472095E-01   -0.578650080860863003E+00    0.271776453621096259E+00    0.687905694233108278E+02    0.817039614692986962E-14   -0.174871419481046644E+02
    0.383162900584098076E+00   -0.136413560529479394E+01   -0.234930685742748135E+01    0.725519881172297971E+02    0.587350363208193234E-14   -0.174859263215057332E+02
    0.315673791553987060E+00   -0.160343158231279381E+01    0.205113555567688799E+01    0.730368446566697855E+02    0.670336045786881184E-14   -0.174779954779666049E+02
    0.451780089157641895E+00   -0.189676487283659756E+01   -0.194358326948921745E+01    0.723678773758927889E+02    0.641697147867145524E-14   -0.174709676503465019E+02
    0.102460053187910155E+00   -0.361708328913638466E+00   -0.137624862833068717E+01    0.676626167359066955E+02    0.506194116039831890E-14   -0.174612437968531324E+02
    0.216700557616451905E+00   -0.115376091889455390E+01    0.254391629120748064E+01    0.704686720959389845E+02    0.200063296033783934E-14   -0.174609200284489106E+02
    0.342669289299134705E+00   -0.109325233226533758E+01   -0.116307696880593592E+01    0.719876272994906543E+02    0.679617969438608003E-14   -0.174344356712218556E+02
    0.392064619234905043E+00   -0.151701374143432810E+01    0.447274488607549259E+00    0.722773564913704689E+02    0.516138968901507649E-14   -0.174290348058766327E+02
    0.498893103580777986E+00   -0.186052187845228389E+01   -0.274018239953424425E+01    0.714536273489808593E+02    0.525050818061660024E-14   -0.173945251990788883E+02
    0.612858504906456034E-01   -0.734828199707213914E+00    0.573093273069868570E+00    0.715199144995084310E+02    0.697007616388667641E-15   -0.173842775960113727E+02
    0.180030247831337642E+00   -0.465189006226816471E+00   -0.172650298905819288E+01    0.678423700687084477E+02    0.844092369708829313E-14   -0.173687795852342610E+02
