Nested Sampling Global Log-Evidence           :   -0.104897405453087949E+02  +/-    0.110959120329287883E+00
Nested Importance Sampling Global Log-Evidence:   -0.108421998437406177E+02  +/-    0.804357309616675342E-01

Dim No.       Mean        Sigma
   1    0.300472176643814703E+00    0.890968904982502273E-02
   2   -0.910921955725242927E+00    0.224870773100997096E+00
   3   -0.120138007460611429E+00    0.131584646418547702E+01
   4    0.700709808060229307E+02    0.957701389807174008E+00
   5    0.493658782019051505E-14    0.284062433494289239E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.297071088005326611E+00
   2   -0.924734759463658351E+00
   3   -0.386241132512932239E-02
   4    0.701383645857655438E+02
   5    0.994291402709779704E-14

MAP Parameters
Dim No.        Parameter
   1    0.297071088005326611E+00
   2   -0.924734759463658351E+00
   3   -0.386241132512932239E-02
   4    0.701383645857655438E+02
   5    0.994291402709779704E-14
