Nested Sampling Global Log-Evidence           :   -0.742003882783981972E+01  +/-    0.926382931927247910E-01
Nested Importance Sampling Global Log-Evidence:   -0.777163128376354351E+01  +/-    0.422272725897539572E-01

Dim No.       Mean        Sigma
   1    0.336428200331025551E+00    0.115968485081662215E+00
   2   -0.102796099565647969E+01    0.309435469049692990E+00
   3   -0.489328537594447222E+00    0.138154252837121483E+01
   4    0.700825140435633216E+02    0.913029442946083236E+00
   5    0.493770469129699273E-14    0.279714071169145682E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.292684371570919255E+00
   2   -0.875404794807354669E+00
   3   -0.500306019433192084E-01
   4    0.698772899573424979E+02
   5    0.381226535592936469E-15

MAP Parameters
Dim No.        Parameter
   1    0.292684371570919255E+00
   2   -0.875404794807354669E+00
   3   -0.500306019433192084E-01
   4    0.698772899573424979E+02
   5    0.381226535592936469E-15
