Nested Sampling Global Log-Evidence           :   -0.213749414353054412E+02  +/-    0.126718480216677531E+00
Nested Importance Sampling Global Log-Evidence:   -0.216468452500770709E+02  +/-    0.158483419024895655E+00

Dim No.       Mean        Sigma
   1    0.281828995696439599E+00    0.115050010175891310E+00
   2   -0.101968268455877986E+01    0.299580766603025961E+00
   3   -0.403287173928503884E+00    0.137054056185868944E+01
   4    0.702755539241936305E+02    0.942042089184215614E+00
   5    0.485293571960270076E-14    0.282038540465073982E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.909234412359099381E-01
   2   -0.782090642386183310E+00
   3    0.689203065448703356E+00
   4    0.701408243823010764E+02
   5    0.767558970100466545E-14

MAP Parameters
Dim No.        Parameter
   1    0.909234412359099381E-01
   2   -0.782090642386183310E+00
   3    0.689203065448703356E+00
   4    0.701408243823010764E+02
   5    0.767558970100466545E-14
