Nested Sampling Global Log-Evidence           :   -0.115605123629495896E+02  +/-    0.158369187296221264E+00
Nested Importance Sampling Global Log-Evidence:   -0.122041326083777317E+02  +/-    0.288524550436840138E-01

Dim No.       Mean        Sigma
   1    0.300085441565298594E+00    0.750906779655678615E-02
   2    0.985454329426343340E-01    0.500265734731146355E-01
   3    0.699994700368776961E+02    0.380354460582039811E+00
   4    0.497835148635092747E-13    0.285067036233576130E-13

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.299906681285851962E+00
   2    0.977382340003015715E-01
   3    0.700307042381197391E+02
   4    0.693283587646111576E-15

MAP Parameters
Dim No.        Parameter
   1    0.299906681285851962E+00
   2    0.977382340003015715E-01
   3    0.700307042381197391E+02
   4    0.693283587646111576E-15
