Nested Sampling Global Log-Evidence           :   -0.697700007162334046E+01  +/-    0.118512904492173138E+00
Nested Importance Sampling Global Log-Evidence:   -0.717847362214158657E+01  +/-    0.544452340042721195E-01

Dim No.       Mean        Sigma
   1    0.310522231914490410E+00    0.713494658753021649E-01
   2    0.300264321174847602E-01    0.245445449292162804E+00
   3    0.700610506928917118E+02    0.888413560845778938E+00
   4    0.499856622604871265E-14    0.284237808103853597E-14

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.298207507848902709E+00
   2    0.873142026818363171E-01
   3    0.700688308133412647E+02
   4    0.252853072544407974E-14

MAP Parameters
Dim No.        Parameter
   1    0.298207507848902709E+00
   2    0.873142026818363171E-01
   3    0.700688308133412647E+02
   4    0.252853072544407974E-14
